region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Sergipe,2020-04-23,nowcast,1.6,1.3,1.9,1.4,1.6,0
Sergipe,2020-04-24,nowcast,1.5,1.3,1.8,1.4,1.6,0
Sergipe,2020-04-25,nowcast,1.5,1.2,1.7,1.4,1.6,0
Sergipe,2020-04-26,nowcast,1.4,1.2,1.7,1.3,1.5,0
Sergipe,2020-04-27,nowcast,1.4,1.2,1.6,1.3,1.5,0
Sergipe,2020-04-28,nowcast,1.3,1.1,1.5,1.3,1.4,0
Sergipe,2020-04-29,nowcast,1.3,1.1,1.5,1.2,1.4,0
Sergipe,2020-04-30,nowcast,1.3,1.1,1.5,1.2,1.4,0
Sergipe,2020-05-01,nowcast,1.3,1.1,1.5,1.2,1.4,0
Sergipe,2020-05-02,nowcast,1.3,1.1,1.5,1.2,1.3,0
Sergipe,2020-05-03,nowcast,1.3,1.1,1.4,1.2,1.3,0
Sergipe,2020-05-04,nowcast,1.3,1.1,1.4,1.2,1.3,0
Sergipe,2020-05-05,nowcast,1.2,1.1,1.4,1.2,1.3,0
Sergipe,2020-05-06,nowcast,1.2,1.1,1.4,1.2,1.3,0
Sergipe,2020-05-07,nowcast,1.2,1.1,1.3,1.2,1.3,0
Sergipe,2020-05-08,nowcast,1.2,1.1,1.3,1.2,1.3,0
Sergipe,2020-05-09,nowcast,1.2,1.1,1.3,1.2,1.3,0
Sergipe,2020-05-10,nowcast,1.2,1.1,1.3,1.2,1.2,0
Sergipe,2020-05-11,nowcast,1.2,1.1,1.3,1.1,1.2,0
Sergipe,2020-05-12,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Sergipe,2020-05-13,nowcast,1.1,1,1.3,1.1,1.2,0.02
Sergipe,2020-05-14,nowcast,1.1,1,1.2,1.1,1.2,0.03
Sergipe,2020-05-15,forecast,1.1,1,1.3,1.1,1.2,0.07
Sergipe,2020-05-16,forecast,1.1,0.9,1.3,1,1.2,0.13
Sergipe,2020-05-17,forecast,1.1,0.9,1.3,1,1.2,0.15
Sergipe,2020-05-18,forecast,1.1,0.9,1.3,1,1.2,0.19
Sergipe,2020-05-19,forecast,1.1,0.8,1.3,1,1.2,0.23
Sergipe,2020-05-20,forecast,1.1,0.9,1.4,1,1.2,0.25
Sergipe,2020-05-21,forecast,1.1,0.8,1.4,1,1.2,0.29
Sergipe,2020-05-22,forecast,1.1,0.8,1.4,1,1.2,0.31
Sergipe,2020-05-23,forecast,1.1,0.8,1.4,1,1.2,0.33
Sergipe,2020-05-24,forecast,1.1,0.7,1.4,1,1.2,0.34
Sergipe,2020-05-25,forecast,1.1,0.7,1.4,0.9,1.2,0.37
Sergipe,2020-05-26,forecast,1.1,0.7,1.4,0.9,1.2,0.38
Sergipe,2020-05-27,forecast,1.1,0.7,1.4,0.9,1.2,0.39
Sergipe,2020-05-28,forecast,1,0.7,1.5,0.9,1.2,0.41
